timestamp,ambient_temp_c,wind_speed_ms,load_demand_kw,solar_output_kw,wind_output_kw
2022-06-27T06:00:00,-8.1,10.22,91.1,0.0,59.7
2022-06-27T07:00:00,-8.2,9.49,90.7,0.0,48.2
2022-06-27T08:00:00,-8.4,9.58,87.5,0.0,50.6
2022-06-27T09:00:00,-8.6,10.03,92.1,0.0,57.8
2022-06-27T10:00:00,-8.9,9.32,92.0,0.0,44.9
2022-06-27T11:00:00,-9.2,9.12,90.5,0.0,40.4
2022-06-27T12:00:00,-9.2,9.71,87.9,0.0,53.9
2022-06-27T13:00:00,-9.4,8.6,90.6,0.0,33.1
2022-06-27T14:00:00,-9.6,7.69,88.7,0.0,19.1
2022-06-27T15:00:00,-9.9,7.48,86.4,0.0,16.8
2022-06-27T16:00:00,-10.2,7.42,91.1,0.0,16.5
2022-06-27T17:00:00,-10.6,7.5,88.7,0.0,18.3
2022-06-27T18:00:00,-10.9,7.7,93.4,0.0,20.2
2022-06-27T19:00:00,-11.3,7.82,90.6,0.0,22.0
2022-06-27T20:00:00,-11.5,8.04,92.0,0.0,23.1
2022-06-27T21:00:00,-11.9,8.39,93.6,0.0,29.1
2022-06-27T22:00:00,-12.2,8.46,92.8,0.0,29.4
2022-06-27T23:00:00,-12.5,8.46,89.8,0.0,30.3
2022-06-28T00:00:00,-12.7,9.45,92.2,0.0,45.1
2022-06-28T01:00:00,-12.6,8.61,90.9,0.0,32.5
2022-06-28T02:00:00,-12.8,7.79,92.3,0.0,21.4
2022-06-28T03:00:00,-13.6,7.11,93.4,0.0,14.4
2022-06-28T04:00:00,-14.4,6.81,91.5,0.0,10.9
2022-06-28T05:00:00,-14.7,6.6,89.8,0.0,9.2
2022-06-28T06:00:00,-14.5,6.6,89.0,0.0,9.4
2022-06-28T07:00:00,-14.1,6.5,94.9,0.0,8.8
2022-06-28T08:00:00,-14.0,6.71,93.2,0.0,9.9
2022-06-28T09:00:00,-14.1,6.41,90.1,0.0,8.1
2022-06-28T10:00:00,-14.7,6.32,95.4,0.0,7.4
2022-06-28T11:00:00,-14.5,6.11,92.4,0.0,6.3
2022-06-28T12:00:00,-14.8,5.54,94.5,0.0,3.8
2022-06-28T13:00:00,-14.1,5.6,91.6,0.0,4.2
2022-06-28T14:00:00,-13.6,5.93,93.1,0.0,5.8
2022-06-28T15:00:00,-13.3,6.12,92.1,0.0,6.4
2022-06-28T16:00:00,-13.3,5.91,89.3,0.0,5.2
2022-06-28T17:00:00,-13.3,5.71,93.0,0.0,4.4
2022-06-28T18:00:00,-13.4,5.2,92.0,0.0,2.6
2022-06-28T19:00:00,-13.6,5.2,94.5,0.0,2.5
2022-06-28T20:00:00,-13.6,5.12,91.7,0.0,2.3
2022-06-28T21:00:00,-13.9,4.87,89.3,0.0,1.6
2022-06-28T22:00:00,-14.4,4.7,89.9,0.0,1.3
2022-06-28T23:00:00,-14.8,4.79,94.4,0.0,1.4
2022-06-29T00:00:00,-15.2,4.05,93.5,0.0,0.4
2022-06-29T01:00:00,-15.9,3.92,92.7,0.0,0.2
2022-06-29T02:00:00,-16.4,4.29,94.2,0.0,0.6
2022-06-29T03:00:00,-16.5,5.08,98.2,0.0,2.1
2022-06-29T04:00:00,-16.6,5.87,96.9,0.0,5.2
2022-06-29T05:00:00,-16.7,6.11,95.0,0.0,6.2
2022-06-29T06:00:00,-16.6,6.29,91.6,0.0,7.9
2022-06-29T07:00:00,-16.6,6.32,92.9,0.0,7.7
2022-06-29T08:00:00,-16.6,6.36,97.0,0.0,8.2
2022-06-29T09:00:00,-16.9,6.39,97.0,0.0,8.0
2022-06-29T10:00:00,-17.4,6.3,93.7,0.0,7.9
2022-06-29T11:00:00,-17.7,6.24,95.4,0.0,7.2
2022-06-29T12:00:00,-16.7,6.36,91.2,0.0,8.2
2022-06-29T13:00:00,-17.3,6.23,90.4,0.0,7.5
2022-06-29T14:00:00,-17.9,6.01,95.6,0.0,5.9
2022-06-29T15:00:00,-18.1,5.85,94.8,0.0,5.1
2022-06-29T16:00:00,-18.1,5.82,95.7,0.0,5.2
2022-06-29T17:00:00,-18.2,5.87,92.7,0.0,5.1
2022-06-29T18:00:00,-18.5,5.68,93.9,0.0,4.3
2022-06-29T19:00:00,-18.8,5.55,90.2,0.0,3.9
2022-06-29T20:00:00,-19.0,5.34,92.2,0.0,2.9
2022-06-29T21:00:00,-19.1,5.12,93.7,0.0,2.3
2022-06-29T22:00:00,-19.3,4.88,94.8,0.0,1.7
2022-06-29T23:00:00,-19.6,4.79,95.3,0.0,1.4
2022-06-30T00:00:00,-20.4,4.8,96.7,0.0,1.5
2022-06-30T01:00:00,-21.2,4.02,95.4,0.0,0.3
2022-06-30T02:00:00,-21.8,3.62,99.6,0.0,0.1
2022-06-30T03:00:00,-21.8,3.2,95.8,0.0,0.0
2022-06-30T04:00:00,-21.9,3.16,94.0,0.0,0.0
2022-06-30T05:00:00,-22.0,3.71,93.3,0.0,0.1
2022-06-30T06:00:00,-21.1,4.64,96.2,0.0,1.2
2022-06-30T07:00:00,-19.8,5.94,93.9,0.0,5.6
2022-06-30T08:00:00,-19.9,5.8,97.2,0.0,4.7
2022-06-30T09:00:00,-20.2,5.35,96.9,0.0,3.0
2022-06-30T10:00:00,-20.3,4.97,93.1,0.0,2.0
2022-06-30T11:00:00,-19.9,5.3,95.5,0.0,3.0
2022-06-30T12:00:00,-20.3,5.69,94.7,0.0,4.2
2022-06-30T13:00:00,-20.9,5.16,94.4,0.0,2.4
2022-06-30T14:00:00,-22.0,4.43,95.8,0.0,0.8
2022-06-30T15:00:00,-22.5,4.53,92.8,0.0,1.0
2022-06-30T16:00:00,-21.6,5.51,95.7,0.0,3.7
2022-06-30T17:00:00,-21.5,5.73,95.4,0.0,4.7
2022-06-30T18:00:00,-21.5,5.77,96.7,0.0,4.6
2022-06-30T19:00:00,-21.3,6.05,92.2,0.0,6.2
2022-06-30T20:00:00,-21.1,6.42,94.6,0.0,8.2
2022-06-30T21:00:00,-20.9,6.9,95.5,0.0,11.6
2022-06-30T22:00:00,-20.9,7.1,93.7,0.0,12.9
2022-06-30T23:00:00,-21.0,7.11,93.3,0.0,13.1
2022-07-01T00:00:00,-22.0,6.95,98.6,0.0,12.9
2022-07-01T01:00:00,-22.1,6.94,96.7,0.0,12.8
2022-07-01T02:00:00,-22.7,5.93,95.9,0.0,5.6
2022-07-01T03:00:00,-23.5,5.22,100.6,0.0,2.7
2022-07-01T04:00:00,-23.8,5.2,96.4,0.0,2.5
2022-07-01T05:00:00,-23.3,5.7,95.0,0.0,4.6
2022-07-01T06:00:00,-22.6,6.53,96.0,0.0,8.9
2022-07-01T07:00:00,-22.2,6.43,94.9,0.0,8.0
2022-07-01T08:00:00,-22.4,6.13,96.3,0.0,6.4
2022-07-01T09:00:00,-22.6,5.81,96.7,0.0,5.1
2022-07-01T10:00:00,-22.4,5.9,98.6,0.0,5.4
2022-07-01T11:00:00,-22.2,6.1,95.4,0.0,6.2
2022-07-01T12:00:00,-23.1,7.32,97.1,0.0,15.6
2022-07-01T13:00:00,-22.8,7.5,97.8,0.0,17.7
2022-07-01T14:00:00,-23.0,6.8,97.8,0.0,11.3
2022-07-01T15:00:00,-23.4,6.24,97.8,0.0,7.1
2022-07-01T16:00:00,-23.7,6.04,98.9,0.0,6.2
2022-07-01T17:00:00,-23.6,5.9,97.2,0.0,5.6
2022-07-01T18:00:00,-23.5,5.4,93.4,0.0,3.1
2022-07-01T19:00:00,-24.1,5.1,97.7,0.0,2.2
2022-07-01T20:00:00,-23.8,5.41,97.7,0.0,3.1
2022-07-01T21:00:00,-23.4,6.0,100.1,0.0,5.6
2022-07-01T22:00:00,-23.1,6.1,96.3,0.0,6.5
2022-07-01T23:00:00,-22.8,6.2,100.8,0.0,7.0
2022-07-02T00:00:00,-23.8,5.63,98.1,0.0,4.2
2022-07-02T01:00:00,-24.7,5.22,95.7,0.0,2.5
2022-07-02T02:00:00,-25.2,4.72,102.0,0.0,1.3
2022-07-02T03:00:00,-26.0,4.5,97.4,0.0,0.9
2022-07-02T04:00:00,-25.5,5.22,94.9,0.0,2.6
2022-07-02T05:00:00,-25.5,5.15,95.7,0.0,2.5
2022-07-02T06:00:00,-25.5,5.16,97.1,0.0,2.4
2022-07-02T07:00:00,-25.2,5.46,99.9,0.0,3.5
2022-07-02T08:00:00,-25.3,5.2,98.6,0.0,2.5
2022-07-02T09:00:00,-25.2,5.4,98.4,0.0,3.3
2022-07-02T10:00:00,-25.0,5.5,96.3,0.0,3.5
2022-07-02T11:00:00,-24.8,5.8,96.8,0.0,4.9
2022-07-02T12:00:00,-25.3,6.0,98.9,0.0,6.2
2022-07-02T13:00:00,-24.8,5.92,97.4,0.0,5.4
2022-07-02T14:00:00,-25.0,5.48,96.9,0.0,3.4
2022-07-02T15:00:00,-24.8,5.6,97.8,0.0,4.0
2022-07-02T16:00:00,-24.2,6.04,94.5,0.0,6.1
2022-07-02T17:00:00,-23.5,6.07,100.0,0.0,6.0
2022-07-02T18:00:00,-23.0,5.96,98.3,0.0,5.8
2022-07-02T19:00:00,-22.8,5.41,96.9,0.0,3.3
2022-07-02T20:00:00,-22.1,5.16,97.3,0.0,2.3
2022-07-02T21:00:00,-21.3,4.94,97.3,0.0,1.8
2022-07-02T22:00:00,-20.9,4.65,95.0,0.0,1.1
2022-07-02T23:00:00,-20.6,4.14,97.5,0.0,0.4
2022-07-03T00:00:00,-21.6,4.31,97.7,0.0,0.6
2022-07-03T01:00:00,-18.7,6.22,91.7,0.0,7.2
2022-07-03T02:00:00,-17.3,6.55,93.2,0.0,9.4
2022-07-03T03:00:00,-16.2,6.68,91.5,0.0,10.6
2022-07-03T04:00:00,-16.2,5.0,92.4,0.0,1.9
2022-07-03T05:00:00,-16.5,4.32,91.6,0.0,0.6
2022-07-03T06:00:00,-15.8,4.97,94.7,0.0,1.8
2022-07-03T07:00:00,-14.5,5.95,91.5,0.0,5.4
2022-07-03T08:00:00,-12.8,8.74,91.7,0.0,34.2
2022-07-03T09:00:00,-12.0,10.77,92.2,0.0,79.3
2022-07-03T10:00:00,-11.6,13.97,90.8,0.0,109.4
2022-07-03T11:00:00,-11.4,15.09,92.4,0.0,115.3
2022-07-03T12:00:00,-10.4,16.07,91.6,0.0,114.0
2022-07-03T13:00:00,-9.8,15.85,90.1,0.0,117.2
2022-07-03T14:00:00,-9.3,16.63,92.4,0.0,116.2
2022-07-03T15:00:00,-9.0,16.06,88.0,0.0,109.6
2022-07-03T16:00:00,-8.5,14.88,92.2,0.0,109.7
2022-07-03T17:00:00,-8.2,14.77,89.3,0.0,108.6
2022-07-03T18:00:00,-8.1,12.3,92.2,0.0,115.3
2022-07-03T19:00:00,-8.3,10.34,91.8,0.0,67.5
2022-07-03T20:00:00,-8.5,9.89,92.1,0.0,58.2
2022-07-03T21:00:00,-8.8,9.55,88.7,0.0,46.0
2022-07-03T22:00:00,-9.0,9.18,89.2,0.0,40.1
2022-07-03T23:00:00,-9.3,8.39,87.7,0.0,28.9
2022-07-04T00:00:00,-10.8,7.65,91.2,0.0,19.3
2022-07-04T01:00:00,-11.6,4.32,92.3,0.0,0.6
2022-07-04T02:00:00,-12.2,3.41,90.9,0.0,0.0
2022-07-04T03:00:00,-11.4,4.58,87.7,0.0,1.1
2022-07-04T04:00:00,-10.8,4.75,89.9,0.0,1.4
2022-07-04T05:00:00,-13.1,3.11,93.2,0.0,0.0
2022-07-04T06:00:00,-10.0,1.22,91.9,0.0,0.0
2022-07-04T07:00:00,-10.0,1.02,92.1,0.0,0.0
2022-07-04T08:00:00,-9.7,1.12,91.8,0.0,0.0
2022-07-04T09:00:00,-13.0,6.12,90.5,0.0,6.2
2022-07-04T10:00:00,-11.1,8.2,94.0,0.0,24.8
2022-07-04T11:00:00,-11.0,7.92,93.0,0.0,21.5
2022-07-04T12:00:00,-13.4,1.94,89.4,0.0,0.0
2022-07-04T13:00:00,-14.5,2.69,95.9,0.0,0.0
2022-07-04T14:00:00,-12.8,6.87,91.9,0.0,12.2
2022-07-04T15:00:00,-13.1,8.16,92.3,0.0,25.3
2022-07-04T16:00:00,-14.2,6.6,89.4,0.0,10.0
2022-07-04T17:00:00,-15.2,5.73,92.5,0.0,4.7
2022-07-04T18:00:00,-15.0,6.18,97.0,0.0,7.1
2022-07-04T19:00:00,-14.2,6.43,88.4,0.0,8.1
2022-07-04T20:00:00,-13.5,6.81,91.5,0.0,11.3
2022-07-04T21:00:00,-13.4,7.16,92.4,0.0,14.6
2022-07-04T22:00:00,-13.4,7.09,87.4,0.0,13.6
2022-07-04T23:00:00,-13.4,6.82,92.7,0.0,11.6
2022-07-05T00:00:00,-12.3,6.75,90.8,0.0,10.8
2022-07-05T01:00:00,-13.2,6.5,92.5,0.0,9.3
2022-07-05T02:00:00,-13.4,6.5,93.0,0.0,9.0
2022-07-05T03:00:00,-13.2,6.31,88.8,0.0,8.0
2022-07-05T04:00:00,-12.8,7.24,89.4,0.0,15.3
2022-07-05T05:00:00,-12.7,8.01,90.9,0.0,22.3
2022-07-05T06:00:00,-12.7,7.84,90.6,0.0,21.9
2022-07-05T07:00:00,-12.5,7.91,89.9,0.0,22.6
2022-07-05T08:00:00,-11.8,7.43,90.8,0.0,16.9
2022-07-05T09:00:00,-12.3,6.69,91.3,0.0,10.5
2022-07-05T10:00:00,-12.4,6.94,90.8,0.0,11.6
2022-07-05T11:00:00,-12.9,6.69,90.5,0.0,10.6
2022-07-05T12:00:00,-12.0,7.11,90.4,0.0,13.5
2022-07-05T13:00:00,-12.4,9.01,91.3,0.0,39.3
2022-07-05T14:00:00,-12.8,8.24,89.3,0.0,27.8
2022-07-05T15:00:00,-13.3,6.45,93.1,0.0,8.8
2022-07-05T16:00:00,-14.7,5.12,90.8,0.0,2.3
2022-07-05T17:00:00,-14.4,5.67,89.0,0.0,4.4
2022-07-05T18:00:00,-13.9,6.14,91.8,0.0,6.8
2022-07-05T19:00:00,-12.8,6.6,88.8,0.0,10.1
2022-07-05T20:00:00,-12.6,8.13,90.8,0.0,24.4
2022-07-05T21:00:00,-12.8,8.03,89.1,0.0,23.6
2022-07-05T22:00:00,-13.3,7.62,90.5,0.0,19.2
2022-07-05T23:00:00,-13.5,7.61,89.4,0.0,18.7
2022-07-06T00:00:00,-13.7,8.39,93.4,0.0,29.2
2022-07-06T01:00:00,-13.4,8.46,87.4,0.0,30.2
2022-07-06T02:00:00,-13.4,7.62,93.6,0.0,18.1
2022-07-06T03:00:00,-13.4,8.22,91.6,0.0,25.7
2022-07-06T04:00:00,-13.6,8.6,91.8,0.0,32.9
2022-07-06T05:00:00,-14.5,7.7,92.3,0.0,19.9
2022-07-06T06:00:00,-15.0,7.0,94.0,0.0,12.4
2022-07-06T07:00:00,-15.5,7.0,94.2,0.0,12.2
2022-07-06T08:00:00,-15.7,6.6,92.1,0.0,9.4
2022-07-06T09:00:00,-15.9,6.4,93.2,0.0,7.9
2022-07-06T10:00:00,-15.9,6.5,91.4,0.0,8.7
2022-07-06T11:00:00,-15.6,6.61,91.4,0.0,9.6
2022-07-06T12:00:00,-13.8,7.45,90.7,0.0,17.4
2022-07-06T13:00:00,-14.1,7.79,94.8,0.0,20.0
2022-07-06T14:00:00,-14.2,7.86,95.9,0.0,20.8
2022-07-06T15:00:00,-14.6,7.79,92.2,0.0,21.4
2022-07-06T16:00:00,-15.1,7.17,87.5,0.0,14.7
2022-07-06T17:00:00,-15.3,7.01,90.6,0.0,12.8
2022-07-06T18:00:00,-15.4,7.1,93.2,0.0,13.5
2022-07-06T19:00:00,-15.2,7.0,92.6,0.0,12.4
2022-07-06T20:00:00,-14.9,6.8,93.9,0.0,11.4
2022-07-06T21:00:00,-14.8,6.71,90.8,0.0,10.9
2022-07-06T22:00:00,-14.9,6.7,94.4,0.0,10.8
2022-07-06T23:00:00,-14.8,6.81,90.7,0.0,11.7
2022-07-07T00:00:00,-15.1,7.53,95.5,0.0,17.3
2022-07-07T01:00:00,-15.6,6.73,95.2,0.0,10.7
2022-07-07T02:00:00,-15.7,6.8,94.0,0.0,11.4
2022-07-07T03:00:00,-15.7,7.12,92.8,0.0,14.5
2022-07-07T04:00:00,-15.6,7.18,92.7,0.0,13.9
2022-07-07T05:00:00,-15.5,7.43,93.5,0.0,17.5
2022-07-07T06:00:00,-15.5,7.27,89.9,0.0,15.3
2022-07-07T07:00:00,-15.7,6.9,93.9,0.0,12.4
2022-07-07T08:00:00,-16.0,6.42,93.6,0.0,8.1
2022-07-07T09:00:00,-16.0,6.58,91.4,0.0,9.2
2022-07-07T10:00:00,-15.8,6.69,95.1,0.0,10.3
2022-07-07T11:00:00,-15.8,6.48,92.1,0.0,8.5
2022-07-07T12:00:00,-15.9,7.07,97.0,0.0,13.0
2022-07-07T13:00:00,-15.8,7.05,94.1,0.0,13.8
2022-07-07T14:00:00,-16.1,6.49,94.1,0.0,8.5
2022-07-07T15:00:00,-16.4,6.16,91.3,0.0,6.8
2022-07-07T16:00:00,-16.6,6.14,93.4,0.0,6.4
2022-07-07T17:00:00,-16.8,6.07,90.4,0.0,6.6
2022-07-07T18:00:00,-17.3,5.57,96.2,0.0,4.0
2022-07-07T19:00:00,-17.8,5.16,94.6,0.0,2.5
2022-07-07T20:00:00,-18.3,4.62,93.6,0.0,1.1
2022-07-07T21:00:00,-19.2,3.92,95.2,0.0,0.3
2022-07-07T22:00:00,-18.7,3.13,88.4,0.0,0.0
2022-07-07T23:00:00,-16.6,2.4,94.6,0.0,0.0
2022-07-08T00:00:00,-18.6,4.8,93.0,0.0,1.5
2022-07-08T01:00:00,-17.9,5.2,95.1,0.0,2.6
2022-07-08T02:00:00,-18.1,5.0,93.1,0.0,2.0
2022-07-08T03:00:00,-17.8,5.23,97.6,0.0,2.6
2022-07-08T04:00:00,-17.5,5.57,93.3,0.0,3.9
2022-07-08T05:00:00,-16.7,6.22,94.2,0.0,7.3
2022-07-08T06:00:00,-16.4,6.33,91.1,0.0,7.4
2022-07-08T07:00:00,-16.0,6.77,94.3,0.0,11.2
2022-07-08T08:00:00,-16.1,6.65,95.6,0.0,9.8
2022-07-08T09:00:00,-16.1,6.87,90.9,0.0,11.8
2022-07-08T10:00:00,-16.2,7.24,94.7,0.0,14.4
2022-07-08T11:00:00,-16.2,7.39,89.4,0.0,17.0
2022-07-08T12:00:00,-16.4,7.84,92.7,0.0,20.6
2022-07-08T13:00:00,-16.6,7.87,95.0,0.0,21.2
2022-07-08T14:00:00,-16.9,8.05,97.7,0.0,24.7
2022-07-08T15:00:00,-17.0,8.34,90.6,0.0,28.4
2022-07-08T16:00:00,-17.1,8.34,95.1,0.0,29.3
2022-07-08T17:00:00,-17.2,8.15,94.4,0.0,25.2
2022-07-08T18:00:00,-17.3,7.88,95.7,0.0,22.6
2022-07-08T19:00:00,-17.4,7.34,92.6,0.0,15.4
2022-07-08T20:00:00,-17.5,7.16,92.4,0.0,14.9
2022-07-08T21:00:00,-17.4,7.96,93.3,0.0,23.3
2022-07-08T22:00:00,-17.4,8.63,92.3,0.0,31.6
2022-07-08T23:00:00,-17.4,9.48,94.2,0.0,47.0
2022-07-09T00:00:00,-17.8,8.5,92.6,0.0,30.2
2022-07-09T01:00:00,-17.9,9.58,97.3,0.0,49.5
2022-07-09T02:00:00,-18.0,10.08,95.3,0.0,62.1
2022-07-09T03:00:00,-18.3,10.41,94.3,0.0,64.7
2022-07-09T04:00:00,-18.4,10.6,94.4,0.0,74.5
2022-07-09T05:00:00,-18.4,10.14,93.9,0.0,60.7
2022-07-09T06:00:00,-18.6,9.71,95.6,0.0,52.2
2022-07-09T07:00:00,-18.6,8.8,95.5,0.0,34.9
2022-07-09T08:00:00,-18.5,7.96,94.2,0.0,23.2
2022-07-09T09:00:00,-18.5,7.78,91.4,0.0,20.7
2022-07-09T10:00:00,-18.6,6.96,96.5,0.0,12.8
2022-07-09T11:00:00,-19.1,5.83,98.0,0.0,5.1
2022-07-09T12:00:00,-17.6,8.44,94.4,0.0,28.4
2022-07-09T13:00:00,-17.8,6.3,94.6,0.0,7.9
2022-07-09T14:00:00,-19.6,4.63,94.2,0.0,1.2
2022-07-09T15:00:00,-19.3,4.84,94.7,0.0,1.6
2022-07-09T16:00:00,-18.6,5.91,91.7,0.0,5.3
2022-07-09T17:00:00,-18.6,5.97,91.6,0.0,6.0
2022-07-09T18:00:00,-18.8,6.53,93.6,0.0,9.2
2022-07-09T19:00:00,-18.8,7.06,98.0,0.0,13.1
2022-07-09T20:00:00,-18.9,7.46,96.2,0.0,17.1
2022-07-09T21:00:00,-19.1,6.96,96.1,0.0,12.2
2022-07-09T22:00:00,-19.9,5.69,96.4,0.0,4.5
2022-07-09T23:00:00,-20.2,5.7,95.7,0.0,4.4
2022-07-10T00:00:00,-18.1,7.23,96.6,0.0,15.5
2022-07-10T01:00:00,-18.5,5.7,94.9,0.0,4.5
2022-07-10T02:00:00,-19.2,5.06,98.2,0.0,2.1
2022-07-10T03:00:00,-19.0,5.64,94.0,0.0,4.1
2022-07-10T04:00:00,-19.1,6.0,92.1,0.0,6.0
2022-07-10T05:00:00,-20.8,4.47,91.3,0.0,0.8
2022-07-10T06:00:00,-21.2,2.52,94.9,0.0,0.0
2022-07-10T07:00:00,-21.9,4.18,98.0,0.0,0.5
2022-07-10T08:00:00,-20.9,4.97,94.7,0.0,1.9
2022-07-10T09:00:00,-20.8,5.41,94.8,0.0,3.2
2022-07-10T10:00:00,-21.0,5.46,96.5,0.0,3.5
2022-07-10T11:00:00,-20.9,5.82,93.9,0.0,5.0
2022-07-10T12:00:00,-22.6,5.2,95.7,0.0,2.6
2022-07-10T13:00:00,-23.0,5.1,97.2,0.0,2.1
2022-07-10T14:00:00,-23.0,5.0,93.8,0.0,2.0
2022-07-10T15:00:00,-23.6,4.7,99.6,0.0,1.3
2022-07-10T16:00:00,-23.9,4.42,101.1,0.0,0.8
2022-07-10T17:00:00,-24.3,4.21,99.3,0.0,0.5
2022-07-10T18:00:00,-24.6,3.3,98.8,0.0,0.0
2022-07-10T19:00:00,-22.4,2.5,92.9,0.0,0.0
2022-07-10T20:00:00,-24.0,3.11,97.9,0.0,0.0
2022-07-10T21:00:00,-24.8,3.4,95.9,0.0,0.0
2022-07-10T22:00:00,-24.1,4.5,92.5,0.0,0.9
2022-07-10T23:00:00,-23.1,5.31,92.8,0.0,3.0
2022-07-11T00:00:00,-25.1,4.11,98.4,0.0,0.4
2022-07-11T01:00:00,-24.9,4.53,95.8,0.0,1.0
2022-07-11T02:00:00,-24.3,4.73,93.7,0.0,1.4
2022-07-11T03:00:00,-24.1,4.75,94.4,0.0,1.3
2022-07-11T04:00:00,-24.0,4.74,98.6,0.0,1.4
2022-07-11T05:00:00,-23.7,4.79,95.8,0.0,1.4
2022-07-11T06:00:00,-23.8,4.53,94.6,0.0,0.9
2022-07-11T07:00:00,-24.2,3.86,97.7,0.0,0.2
2022-07-11T08:00:00,-23.4,4.53,102.3,0.0,1.0
2022-07-11T09:00:00,-21.6,5.66,95.4,0.0,4.1
2022-07-11T10:00:00,-20.7,6.21,96.1,0.0,6.8
2022-07-11T11:00:00,-20.1,6.75,96.3,0.0,10.9
2022-07-11T12:00:00,-21.2,9.19,94.3,0.0,42.5
2022-07-11T13:00:00,-21.8,8.78,96.0,0.0,33.3
2022-07-11T14:00:00,-22.0,7.65,92.7,0.0,19.8
2022-07-11T15:00:00,-22.2,6.17,95.0,0.0,6.5
2022-07-11T16:00:00,-22.6,5.11,97.4,0.0,2.2
2022-07-11T17:00:00,-23.4,4.47,95.0,0.0,0.9
2022-07-11T18:00:00,-24.0,4.18,96.1,0.0,0.5
2022-07-11T19:00:00,-25.2,3.61,98.5,0.0,0.1
2022-07-11T20:00:00,-22.2,2.06,93.6,0.0,0.0
2022-07-11T21:00:00,-24.0,2.42,95.8,0.0,0.0
2022-07-11T22:00:00,-26.2,4.06,101.8,0.0,0.4
2022-07-11T23:00:00,-25.4,3.01,97.0,0.0,0.0
2022-07-12T00:00:00,-24.0,4.02,100.9,0.0,0.3
2022-07-12T01:00:00,-24.9,2.86,98.8,0.0,0.0
2022-07-12T02:00:00,-25.3,3.13,96.3,0.0,0.0
2022-07-12T03:00:00,-23.9,2.5,97.8,0.0,0.0
2022-07-12T04:00:00,-20.5,1.3,93.4,0.0,0.0
2022-07-12T05:00:00,-20.2,0.32,94.2,0.0,0.0
2022-07-12T06:00:00,-21.4,2.12,95.5,0.0,0.0
2022-07-12T07:00:00,-24.4,5.03,94.6,0.0,2.0
2022-07-12T08:00:00,-23.9,5.32,97.7,0.0,3.0
2022-07-12T09:00:00,-24.2,4.87,99.8,0.0,1.6
2022-07-12T10:00:00,-25.1,4.67,98.9,0.0,1.1
2022-07-12T11:00:00,-25.1,4.94,97.7,0.0,1.8
2022-07-12T12:00:00,-26.1,5.0,96.7,0.0,2.0
2022-07-12T13:00:00,-25.1,4.83,97.8,0.0,1.5
2022-07-12T14:00:00,-25.8,4.59,97.1,0.0,1.0
2022-07-12T15:00:00,-26.5,3.94,97.9,0.0,0.2
2022-07-12T16:00:00,-26.4,3.55,100.4,0.0,0.1
2022-07-12T17:00:00,-25.7,3.36,100.9,0.0,0.0
2022-07-12T18:00:00,-25.9,3.61,95.7,0.0,0.1
2022-07-12T19:00:00,-26.3,3.7,98.9,0.0,0.1
2022-07-12T20:00:00,-25.6,3.4,99.8,0.0,0.0
2022-07-12T21:00:00,-24.7,3.11,98.1,0.0,0.0
2022-07-12T22:00:00,-26.0,3.61,97.7,0.0,0.1
2022-07-12T23:00:00,-26.3,3.82,95.6,0.0,0.2
2022-07-13T00:00:00,-25.9,4.94,97.9,0.0,1.9
2022-07-13T01:00:00,-25.0,4.9,98.7,0.0,1.8
2022-07-13T02:00:00,-24.8,5.0,98.0,0.0,2.0
2022-07-13T03:00:00,-25.0,4.7,98.6,0.0,1.3
2022-07-13T04:00:00,-26.2,3.72,99.3,0.0,0.1
2022-07-13T05:00:00,-25.7,3.49,95.2,0.0,0.0
2022-07-13T06:00:00,-25.2,3.37,96.6,0.0,0.0
2022-07-13T07:00:00,-26.2,3.86,94.5,0.0,0.2
2022-07-13T08:00:00,-25.8,4.33,100.3,0.0,0.7
2022-07-13T09:00:00,-25.7,4.5,97.3,0.0,0.9
2022-07-13T10:00:00,-25.2,4.8,95.7,0.0,1.5
2022-07-13T11:00:00,-25.6,4.52,98.0,0.0,0.9
2022-07-13T12:00:00,-25.6,3.52,95.5,0.0,0.0
2022-07-13T13:00:00,-26.3,3.81,97.9,0.0,0.2
2022-07-13T14:00:00,-26.2,3.9,90.7,0.0,0.2
2022-07-13T15:00:00,-25.2,3.42,101.6,0.0,0.0
2022-07-13T16:00:00,-22.9,2.8,97.2,0.0,0.0
2022-07-13T17:00:00,-21.5,2.51,95.1,0.0,0.0
2022-07-13T18:00:00,-19.0,1.87,92.1,0.0,0.0
2022-07-13T19:00:00,-19.2,2.19,93.8,0.0,0.0
2022-07-13T20:00:00,-19.4,2.15,91.2,0.0,0.0
2022-07-13T21:00:00,-18.2,1.79,92.8,0.0,0.0
2022-07-13T22:00:00,-18.0,1.52,91.8,0.0,0.0
2022-07-13T23:00:00,-17.9,1.27,91.7,0.0,0.0
2022-07-14T00:00:00,-18.0,2.21,98.5,0.0,0.0
2022-07-14T01:00:00,-20.5,2.75,96.2,0.0,0.0
2022-07-14T02:00:00,-21.1,2.92,94.2,0.0,0.0
2022-07-14T03:00:00,-23.7,3.74,93.7,0.0,0.1
2022-07-14T04:00:00,-24.7,4.3,98.5,0.0,0.6
2022-07-14T05:00:00,-23.2,3.8,92.3,0.0,0.2
2022-07-14T06:00:00,-24.4,4.52,94.1,0.0,0.9
2022-07-14T07:00:00,-23.0,5.2,93.0,0.0,2.7
